Rang,Nom,Fortune,Société,Secteur
407,Patrick Martin et la famille Bradley-Martin,205,MARTIN-BELAYSOUD EXPANSION,distribution
407,Emmanuel Vasseneix et sa famille,205,LAITERIE DE ST-DENIS DE L’HÔTEL,agroalimentaire
410,Famille Aguettant,200,AGUETTANT,pharmacie
410,Alexandre Allard,200,GROUPE ALLARD,immobilier
410,David Amar et sa famille,200,MATIGNON INVESTISSEMENT ET GESTION,holding
410,"Jonathan Anguelov et Xavier Durand, Olivier Pailhes et Pierre-Baptiste Béchu",200,AIRCALL,télécoms
410,Gérard Autajon et sa famille,200,AUTAJON,industrie
410,Jean-Paul Bize,200,AMS GROUP,holding
410,Daniel Cathiard et Florence Cathiard ainsi que leur famille,200,CHATEAU SMITH HAUT LAFITTE,vins
410,Françoise Costa et Agnès et Anne Costa ainsi que leur famille,200,FRAGONARD,cosmétiques
410,Luc Darbonne et sa famille,200,DAREGAL,agroalimentaire
410,Nicolas Dessaigne et Julien Lemoine,200,ALGOLIA,services
410,Lucien Deveaux et sa famille,200,DEVEAUX,habillement
410,Thibaud Elziere,200,EFOUNDERS,numérique
410,Francis Esmenard et sa famille,200,ALBIN MICHEL,distribution
410,Michel Giboire et sa famille,200,GROUPE GIBOIRE,immobilier
410,Patrice Kretz et familles Fauvet et Kretz,200,CHANTELLE FRANCE,habillement
410,Ludovic Le Moan et Christophe Fourtet,200,SIGFOX,numérique
410,Henri Lurton et sa famille,200,BRANE CANTENAC,vins
410,Famille Machefert,200,GROUPE MACHEFERT,hôtellerie
410,Franky Mulliez,200,KILOUTOU,services
410,Michel Picoty et sa famille,200,PICOTY,distribution
410,Frédéric Puzin,200,CORUM,finance
410,Anthony Ravau et famille Bousquet,200,HEROIKS,services
410,Gaston Rebilly et Thomas Rebilly ainsi que leur famille,200,GEOPETROL,energie
410,Pascal Teurquetil et sa famille,200,GROUPE MULLER,industrie
410,Laurent Uberti et Olivier Camino,200,GROUPE SITEL,services
410,Michel Venturini et sa famille,200,AUVENT,holding
436,Franck Allard et sa famille,195,FILHET-ALLARD,assurances
436,Philippe Baudesson de Chanville d'Arc et Christian Raisson,195,COLIBRI MANOMANO,numérique
436,Famille Lurton,195,VIGNOBLES ANDRE LURTON,vins
436,Derek Remy Smith,195,TRESOR DU PATRIMOINE,distribution
440,Didier Blaise,190,ALLOPNEUS,distribution
440,Jean-Louis Bouchard,190,ECONOCOM GROUP,services
440,Daniel Derichebourg,190,DERICHEBOURG,services
440,Famille Goulamaly,190,OCEINDE,holding
440,Marie-Laurence Gouraud et Patricia Brochard et Bénédicte Mercier ainsi que leur famille,190,SODEBO,agroalimentaire
440,Jean-Bernard Maurin,190,GROUPE MAURIN,automobile
440,Allan Sichel et sa famille,190,MAISON SICHEL,vins
440,Guy Tempereau et sa famille,190,GROUPE SERIS,services
448,Cyril Camus et sa famille,185,CAMUS,vins
448,Arnaud Lagardère et sa famille,185,LAGARDERE,médias
448,Christian Langlois-Meurinne et famille Meheut,185,IDI,finance
448,Dominique Louis,185,ASSYSTEM,services
452,Marie-Odile Amaury et sa famille,180,EDITIONS AMAURY,médias
452,Jean-Paul Burrus et sa famille,180,SALPA,agroalimentaire
452,Serge Cachan et ses frères,180,ASTOTEL,hôtellerie
452,famille Chapoutier,180,CHAPOUTIER,vins
452,Erik Chopard-Lallier et sa famille,180,CHOPARD,automobile
452,Thierry Déau,180,MERIDIAM,finance
452,Matthieu Gufflet et management,180,EPSA,services
452,Famille Huttepain,180,LDC,agroalimentaire
452,Anne Jousse et sa famille,180,B SIGNATURE HOTELS & RESORTS,hôtellerie
452,Gilles Kohler et Jean-Philippe Kohler ainsi que leur famille,180,LISI,industrie
452,Louis-Fabrice Latour et sa famille,180,LOUIS LATOUR,vins
452,famille Mähler-Besse,180,CHATEAU PALMER,vins
452,Samy Marciano,180,LA CLE GROUP,hôtellerie
452,Famille Odin,180,SOPRA STERIA,numérique
452,Nicolas Olano et sa famille,180,GROUPE OLANO,transports
452,Jérôme Quentin-Mauroy et sa famille,180,TAGERIM,immobilier
452,Farouck Ravate et Adam Ravate ainsi que leur famille,180,GROUPE RAVATE,distribution
452,Pierre Rousseau et sa famille,180,RAPIDO,automobile
452,Jean-Marie Savalle et sa famille,180,ISAGRI,numérique
452,Marc Senoble et sa famille,180,SENOBLE,agroalimentaire
472,Jean-François Hénin et sa famille,175,PACIFICO,holding
473,Famille Barton,170,CHATEAU LEOVILLE BARTON,vins
473,Jérôme Benoît et sa famille,170,DELTA PLUS GROUP,industrie
473,Pierre Antoine Castéja et sa famille,170,JOANNE,vins
473,Jean-Claude Condamin et sa famille,170,SOGELYM DIXENCE,immobilier
473,famille Condat,170,GROUPE CONDAT,chimie
473,Philippe Dabi et sa famille,170,GROUPE BIOCLINIC,santé
473,Jean Huyghues Despointes et sa famille,170,GROUPE SAFO,distribution
473,Pierre Lachaud et familles Lachaud et Brahimi,170,SICAME,services
473,Frédéric Mazzella et Nicolas Brusson et Francis Nappez,170,BLABLACAR,services
473,Armando Pereira,170,ALTICE GROUP,télécoms
473,Jacky Perrenot et sa famille,170,GROUPE ZAMENHOF,transports
473,John Persenda et sa famille,170,SPHERE,industrie
473,Francis-Charles Pollet et Julien Pollet ainsi que leur famille,170,PROMOD,habillement
473,Edouard Schumacher et Olivier Lamirault ainsi que leur famille,170,LS GROUP,automobile
487,Bernard Blachère et sa famille,160,GROUPE BLACHERE,distribution
487,Jacques Bouthier,160,ASSU 2000,assurances
487,Antoine Gallimard et sa famille,160,GROUPE MADRIGALL,distribution
487,Laurent Gerbi et Arthur Gerbi ainsi que leur famille,160,GERARD DAREL - MERCI,habillement
487,Hugues Giroud et Loic Giroud ainsi que leur famille,160,SOGEPAR,hôtellerie
487,"Antoine Hubert et Jean-Gabriel Levon, Fabrice Berro, Alexis Angot",160,YNSECT,agroalimentaire
487,Famille Janoueix,160,JOSEPH JANOUEIX,vins
487,Isabel Marant,160,ISABEL MARANT,habillement
487,Gilles Schnepp,160,LEGRAND,industrie
487,Marc Sellam,160,IONIS EDUCATION,enseignement
497,Jean-Pierre Gorgé et Raphaël Gorgé ainsi que leur famille,155,GROUPE GORGE,industrie
497,Isidore Partouche et sa famille,155,GROUPE PARTOUCHE,services
497,Joël Seché et sa famille,155,SECHE ENVIRONNEMENT,services
500,Olivier Nicollin et Laurent Nicollin ainsi que leur famille,150,GROUPE NICOLLIN,services
